no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,0,4,0,14.06116010935347,0,0,0,10.942783035720874,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,10.805512939811,0,0,0,13.524105055960415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,2.1104769557146987,0,0,0,12.329276548539504,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2,1,0,0.7825566810065498,0,0,0,16.7243034528824,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,3,0,6.814672810770127,0,0,0,12.66501035020906,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,13.616655478357089,0,0,0,13.948082764353595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,12.140697387802968,0,0,0,12.84404472916763,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,0,0,9.448080303868617,0,0,0,14.436318007857134,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,1,3,0,9.448080303868617,0,0,0,12.686962498446805,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,-2.4047385239985353,0,0,0,14.091344776409297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,4,0,12.578769418499315,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,13.054077111527787,0,0,0,12.582222247517887,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,13.559308420206381,0,0,0,11.173804142108077,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,11.293086978017335,0,0,0,12.825701190784523,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,-2.4047385239985353,0,0,0,11.740294041450243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,11.893358085412604,0,0,0,11.524436072744049,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,10.093210646341769,0,0,0,11.278602223335012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,3.803671935308651,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,18.50914180150958,0,0,0,10.841756183289997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,8.60403245541774,0,0,0,11.755508409158647,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,3.803671935308651,0,0,0,11.759763669937447,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,6.266541086841171,0,0,0,10.602419932976078,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,2.1104769557146987,0,0,0,14.091344776409297,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,16.42832156899827,0,0,0,11.740294041450243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,2,0,3.4106889600910395,0,0,0,13.802744526019437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0.7825566810065498,0,0,0,14.138650576262533,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,10.847534355941391,0,0,0,14.394976953500777,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,9.288840809365936,0,0,0,12.882234902847564,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,2.9600540602360894,0,0,0,15.12808215011518,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,6.168335789554839,0,0,0,13.255883199823716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,12.74056603498232,0,0,0,10.53089825454722,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,-2.4047385239985353,0,0,0,12.386096521868524,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,3,0,6.900026201446486,0,0,0,14.129207067871274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,0.7825566810065498,0,0,0,9.594923360561893,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,8.89943687365904,0,0,0,11.524436072744049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,6.548825866563435,0,0,0,14.910382560434364,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,13.023302299733343,0,0,0,11.49315225239375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,5.75165477138973,0,0,0,12.935761747629307,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,5.035730628699913,0,0,0,11.740294041450243,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,13.897342387691523,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,6.639149931100781,0,0,0,13.404398891035031,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1.322020010631007,0,0,0,15.085067886430467,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,9.603161764587373,0,0,0,12.386096521868524,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,11.174471178196194,0,0,0,10.653217466304167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0.7825566810065498,0,0,0,17.0547297313325,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,0,2,0,13.730118711679468,0,0,0,13.530628891078397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0.009966240381495555,0,0,0,14.689911825808297,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,13.673589819524695,1,13,1,10.495602857027512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,15.49778998486151,0,0,0,10.77028560142597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,14.221738439286616,0,0,0,11.555606045862389,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,-2.4047385239985353,0,0,0,12.756318264799956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,6.900026201446486,0,0,0,13.948082764353595,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1.322020010631007,0,0,0,12.098346713373525,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,2,1,0,16.731856421472443,0,0,0,12.095422082632776,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,14.00692208675406,0,0,0,12.174052713891696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0.7825566810065498,0,0,0,12.039670700566644,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1,4,0,14.809912454764396,0,0,0,15.253981365982662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,3,0,7.822192474018898,0,0,0,9.102912489206211,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,2.1104769557146987,0,0,0,11.800992718260904,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,13.673589819524695,1,13,1,10.495602857027512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,9.704368135318235,0,0,0,10.653217466304167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,9.013407104307369,0,0,0,10.942783035720874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,12.479972872538482,0,0,0,10.566037936882546,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,8.481338316461375,0,0,0,13.75382334055293,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,9.551913444082864,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,7.751500864262383,0,0,0,10.169889330761762,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,2.424863699619117,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,2.705467314646658,0,0,0,11.366856458335095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,6.456680120431903,0,0,0,13.575675001036247,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,8.418947906524169,0,0,0,11.23864883330332,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,10.634683344859535,0,0,0,11.173804142108077,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,8.028670294911496,0,0,0,13.455087445773929,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,7.066263432302386,0,0,0,9.753931099158653,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,11.821083210735246,0,0,0,14.640583622177342,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,0,0,3.983613050709453,0,0,0,14.823276563043438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,6.639149931100781,0,0,0,12.042613718488273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,4,0,5.035730628699913,0,0,0,14.371937818854555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,9.069552607467418,0,0,0,12.386096521868524,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,12.209829622740944,0,0,0,12.386096521868524,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,9,0,6.168335789554839,0,0,0,14.368708219297813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,11.013002880665884,0,0,0,14.072360374169069,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,8.291979901117552,0,0,0,11.841425949546407,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,8.724068355620622,0,0,0,16.498730892623556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,5,0,15.452060027824173,0,0,0,12.865041686833084,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,5.288854709387413,0,0,0,10.18903985103714,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,6.727738857974239,0,0,0,12.532189836873048,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1.750018771384625,0,0,0,15.256102644998641,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,11.78466671580526,0,0,0,12.582222247517887,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,13.38471506120438,0,0,0,13.455087445773929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,3,1,7.305350880145443,0,0,0,13.505513340120801,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,14.508221600822822,0,0,0,11.173804142108077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,2.9600540602360894,0,0,0,13.704659497278213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,8.664373783584963,0,0,0,12.681479337306826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,2.705467314646658,0,0,0,16.268672442505657,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,2,0,9.80391229449938,0,0,0,16.006176988914703,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,6.727738857974239,0,0,0,12.60990090378679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,10.369694958586008,0,0,0,16.529061412269687,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,2,0,3.6132483604972085,0,0,0,9.596514486483938,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,4,5,0,14.508221600822822,0,0,0,11.858268230462562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,6.0678827389250465,0,0,0,12.233583974396788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,16.67193457842599,0,0,0,13.455087445773929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,5.164338539248802,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2,1,0,9.95025495863329,0,0,0,14.504854196160203,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,0.7825566810065498,0,0,0,8.52626925336979,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,7.533367617780273,0,0,0,9.483490851009195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,6.0678827389250465,0,0,0,14.95497758728092,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,4.90268147343466,0,0,0,13.204654054619628,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,11.78466671580526,0,0,0,12.681479337306826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,14.508221600822822,0,0,0,13.224867898823376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,1,1.322020010631007,0,0,0,16.422554611940175,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,7.679823010834335,0,0,0,13.948082764353595,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,9.125156210790122,0,0,0,11.06239828293094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,5.035730628699913,0,0,0,16.38427692952573,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,7.533367617780273,0,0,0,8.807277506096922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,7.679823010834335,0,0,0,11.193310350498553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,2.705467314646658,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,3.1938805801177828,0,0,0,11.23864883330332,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,8.664373783584963,0,0,0,12.095422082632776,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,13.206124432031963,0,0,0,10.495602857027512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,2,0,11.711263606909977,0,0,0,14.417505412051614,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,3,0,10.720655759790066,0,0,0,12.233583974396788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,7.533367617780273,0,0,0,9.753931099158653,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,2,1,1,0,1.322020010631007,0,0,0,16.151886820397436,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2,0,2,0,5.035730628699913,0,0,0,17.961239844979243,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,6.727738857974239,0,0,0,12.532189836873048,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,3.1938805801177828,1,0,1,12.935761747629307,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,2,0,2.424863699619117,0,0,0,12.340669070880637,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,0.009966240381495555,0,0,0,14.764360070061782,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,-2.4047385239985353,0,0,0,12.882234902847564,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,1,0,4.621599924877713,0,0,0,11.23864883330332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,1,2.424863699619117,1,0,2,11.042582340951169,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,15.243266215247457,0,0,0,12.403073391621161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,1,0,9.95025495863329,0,0,0,11.800992718260904,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,11.134466123361443,0,0,0,10.942783035720874,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,11.711263606909977,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,15.219754879217055,0,0,0,12.346359962714457,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,0,7.891930731534395,0,0,0,17.159268867181545,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,2,0,-2.4047385239985353,0,0,0,12.882234902847564,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,2,0,12.835991735395682,0,0,0,13.198944996415953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,12.835991735395682,0,0,0,10.495602857027512,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,10.093210646341769,0,0,0,13.609573070840753,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,2,0,12.479972872538482,0,0,0,11.173804142108077,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,13.054077111527787,0,0,0,12.719793551775203,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,8.481338316461375,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,14.584667144200775,0,0,0,10.133668720465554,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,6.0678827389250465,0,0,0,9.753931099158653,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,16.631772471131768,0,0,0,15.298441182341977,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,-2.4047385239985353,0,0,0,11.800992718260904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,16.42832156899827,0,0,0,11.740294041450243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,0,13.814167236221868,0,0,0,13.530628891078397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,0.009966240381495555,0,0,0,14.371937818854555,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,6.548825866563435,0,0,0,12.828401026712966,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,5.035730628699913,0,0,0,13.585657182782114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,9.653977015499429,0,0,0,13.030293896274431,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,13.730118711679468,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,2.705467314646658,0,0,0,13.041912311089083,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,10.677811221696858,0,0,0,13.394229346070682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,14.0881438159454,0,0,0,11.524436072744049,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,8.418947906524169,0,0,0,12.532189836873048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,4,0,3.4106889600910395,0,0,0,16.190948542101513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,12.611411031314674,0,0,0,11.78646353563564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,6.456680120431903,0,0,0,11.055798236400166,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,3,0,5.965050258895251,0,0,0,14.745686168912492,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,8.664373783584963,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,1,0,6.456680120431903,0,0,0,12.098346713373525,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,7.147271986941719,0,0,0,12.935761747629307,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,13.355233609116262,0,0,0,11.855263053482894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,10.186726045375885,0,0,0,13.115516411385743,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0.009966240381495555,0,0,0,13.404398891035031,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,10.547558733898498,0,0,0,10.653217466304167,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,6.456680120431903,0,0,0,10.316725584227092,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,2,0,-2.4047385239985353,1,0,1,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,5,0,1.750018771384625,0,0,0,9.714887419678108,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,2,3,0,8.481338316461375,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,6.814672810770127,0,0,0,12.060838694355715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,15.336680652294831,0,0,0,9.956790379327618,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,14.508221600822822,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,15.789403573310638,0,0,0,12.73071148329552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,2,0,9.500222811084415,0,0,0,13.975939580412534,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,14.456865666443797,0,0,0,11.430238696249864,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,5.288854709387413,0,0,0,16.8310504270507,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,2,0,-2.4047385239985353,0,0,0,12.935761747629307,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,1,2,0,7.607124173565279,0,0,0,11.121563618166812,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.472572688289471,0,0,0,11.193310350498553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,2.9600540602360894,0,0,0,16.33316936249555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,1.750018771384625,0,0,0,11.617608724641777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,12.272097627908751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,6.983868242305268,0,0,0,11.814893869960907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,10.045923159767625,0,0,0,14.415668198734718,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,9.75434377174095,0,0,0,12.631984155782247,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0,-2.4047385239985353,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,9.653977015499429,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,2,1,0,10.720655759790066,0,0,0,15.294214765417069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,1,1,12.643909980330905,0,0,0,12.582222247517887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,4.621599924877713,0,0,0,12.214553794637842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,5,1,11.857312883180956,0,0,0,13.810061966711828,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,13.38471506120438,0,0,0,10.495602857027512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1,1.322020010631007,1,1,18,10.280456661171458,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,8.291979901117552,0,0,0,12.678736539323907,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,1,3.1938805801177828,0,0,0,15.672272152198696,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,16.67193457842599,0,0,0,13.455087445773929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,3.803671935308651,1,0,2,10.280456661171458,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,3,0,10.50355226334518,0,0,0,11.949733098200642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,5,0,12.10588139832205,0,0,0,10.495602857027512,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,13.645173779486752,0,0,0,12.925080722731874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,1.322020010631007,0,0,0,14.95497758728092,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,-2.4047385239985353,0,0,0,11.858268230462562,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3,0,2,1,0,8.418947906524169,0,0,0,13.75382334055293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,6.168335789554839,0,0,0,13.505513340120801,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,4.621599924877713,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,1,7.751500864262383,0,0,0,13.286798734234445,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,2,0,8.028670294911496,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,-2.4047385239985353,0,0,0,11.800992718260904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,15.266714040235577,0,0,0,12.736165642537113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,8.60403245541774,0,0,0,10.90924575041835,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,1.750018771384625,0,0,0,15.672272152198696,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,2,0,6.0678827389250465,0,0,0,17.235473328373832,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,12.867533515149532,0,0,0,13.198944996415953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,12.961377558636208,0,0,0,12.935761747629307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,0,5,0,11.174471178196194,0,0,0,15.738639975904201,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
